,Store,Type,Size,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
2535,14,A,200898,2013-05-03,56.07,3.592,11008.28,0.94,157.91,3873.67,1988.69,,,False
2536,14,A,200898,2013-05-10,58.86,3.583,4538.72,334.06,107.45,2100.1,9069.8,,,False
2537,14,A,200898,2013-05-17,60.59,3.614,9659.44,204.88,25.91,1896.27,5896.76,,,False
2538,14,A,200898,2013-05-24,67.11,3.627,3701.66,247.84,821.91,2031.64,3202.59,,,False
2539,14,A,200898,2013-05-31,65.88,3.646,6253.46,581.33,584.42,145.01,1440.91,,,False
2540,14,A,200898,2013-06-07,70.71,3.633,11724.35,955.18,111.16,7790.71,4317.11,,,False
2541,14,A,200898,2013-06-14,70.01,3.632,5621.45,629.72,595.38,2513.62,2492.73,,,False
2542,14,A,200898,2013-06-21,70.13,3.626,3522.71,674.34,190.55,2890.09,3831.73,,,False
2543,14,A,200898,2013-06-28,76.05,3.639,6846.38,1097.6,,6760.2,4170.58,,,False
2544,14,A,200898,2013-07-05,77.5,3.614,9443.6,3495.95,1245.83,9221.07,630.61,,,False
2545,14,A,200898,2013-07-12,79.37,3.614,4472.61,1389.15,121.37,1373.9,3850.61,,,False
2546,14,A,200898,2013-07-19,82.84,3.737,2128.98,739.94,148.15,481.63,3032.51,,,False
2547,14,A,200898,2013-07-26,76.06,3.804,779.98,731.33,13.9,185.27,1972.09,,,False
2548,15,B,123737,2010-02-05,19.83,2.954,,,,,,131.5279032,8.35,False
2549,15,B,123737,2010-02-12,22.0,2.94,,,,,,131.5866129,8.35,True
2550,15,B,123737,2010-02-19,27.54,2.909,,,,,,131.637,8.35,False
2551,15,B,123737,2010-02-26,29.87,2.91,,,,,,131.686,8.35,False
2552,15,B,123737,2010-03-05,31.79,2.919,,,,,,131.735,8.35,False
2553,15,B,123737,2010-03-12,41.39,2.938,,,,,,131.784,8.35,False
2554,15,B,123737,2010-03-19,44.69,2.96,,,,,,131.8242903,8.35,False
2555,15,B,123737,2010-03-26,39.53,2.963,,,,,,131.863129,8.35,False
2556,15,B,123737,2010-04-02,45.27,2.957,,,,,,131.9019677,8.185,False
2557,15,B,123737,2010-04-09,57.77,2.992,,,,,,131.9408065,8.185,False
2558,15,B,123737,2010-04-16,49.63,3.01,,,,,,131.9809,8.185,False
2559,15,B,123737,2010-04-23,46.54,3.021,,,,,,132.0226667,8.185,False
2560,15,B,123737,2010-04-30,49.09,3.042,,,,,,132.0644333,8.185,False
2561,15,B,123737,2010-05-07,63.16,3.095,,,,,,132.1062,8.185,False
2562,15,B,123737,2010-05-14,47.13,3.112,,,,,,132.152129,8.185,False
2563,15,B,123737,2010-05-21,59.09,3.096,,,,,,132.2230323,8.185,False
2564,15,B,123737,2010-05-28,70.61,3.046,,,,,,132.2939355,8.185,False
2565,15,B,123737,2010-06-04,69.99,3.006,,,,,,132.3648387,8.185,False
2566,15,B,123737,2010-06-11,61.04,2.972,,,,,,132.4357419,8.185,False
2567,15,B,123737,2010-06-18,65.83,2.942,,,,,,132.4733333,8.185,False
2568,15,B,123737,2010-06-25,72.79,2.958,,,,,,132.4976,8.185,False
2569,15,B,123737,2010-07-02,66.13,2.958,,,,,,132.5218667,8.099,False
2570,15,B,123737,2010-07-09,77.33,2.94,,,,,,132.5461333,8.099,False
2571,15,B,123737,2010-07-16,72.83,2.933,,,,,,132.5667742,8.099,False
2572,15,B,123737,2010-07-23,73.2,2.924,,,,,,132.5825806,8.099,False
2573,15,B,123737,2010-07-30,72.04,2.932,,,,,,132.5983871,8.099,False
2574,15,B,123737,2010-08-06,72.7,2.942,,,,,,132.6141935,8.099,False
2575,15,B,123737,2010-08-13,72.17,2.923,,,,,,132.63,8.099,False
2576,15,B,123737,2010-08-20,71.1,2.913,,,,,,132.6616129,8.099,False
2577,15,B,123737,2010-08-27,65.07,2.885,,,,,,132.6932258,8.099,False
2578,15,B,123737,2010-09-03,73.17,2.86,,,,,,132.7248387,8.099,False
2579,15,B,123737,2010-09-10,62.36,2.837,,,,,,132.7564516,8.099,True
2580,15,B,123737,2010-09-17,57.94,2.846,,,,,,132.7670667,8.099,False
2581,15,B,123737,2010-09-24,62.53,2.837,,,,,,132.7619333,8.099,False
2582,15,B,123737,2010-10-01,59.69,2.84,,,,,,132.7568,8.067,False
2583,15,B,123737,2010-10-08,52.19,2.903,,,,,,132.7516667,8.067,False
2584,15,B,123737,2010-10-15,49.96,2.999,,,,,,132.7633548,8.067,False
2585,15,B,123737,2010-10-22,47.1,3.049,,,,,,132.8170968,8.067,False
2586,15,B,123737,2010-10-29,55.09,3.055,,,,,,132.8708387,8.067,False
2587,15,B,123737,2010-11-05,40.29,3.049,,,,,,132.9245806,8.067,False
2588,15,B,123737,2010-11-12,39.63,3.065,,,,,,132.9783226,8.067,False
2589,15,B,123737,2010-11-19,44.1,3.138,,,,,,132.9172,8.067,False
2590,15,B,123737,2010-11-26,40.71,3.186,,,,,,132.8369333,8.067,True
2591,15,B,123737,2010-12-03,36.0,3.2,,,,,,132.7566667,8.067,False
2592,15,B,123737,2010-12-10,23.97,3.255,,,,,,132.6764,8.067,False
2593,15,B,123737,2010-12-17,25.3,3.301,,,,,,132.6804516,8.067,False
2594,15,B,123737,2010-12-24,25.07,3.309,,,,,,132.7477419,8.067,False
2595,15,B,123737,2010-12-31,26.54,3.336,,,,,,132.8150323,8.067,True
2596,15,B,123737,2011-01-07,30.53,3.351,,,,,,132.8823226,7.771,False
2597,15,B,123737,2011-01-14,19.53,3.367,,,,,,132.9510645,7.771,False
2598,15,B,123737,2011-01-21,21.84,3.391,,,,,,133.0285161,7.771,False
2599,15,B,123737,2011-01-28,19.61,3.402,,,,,,133.1059677,7.771,False
2600,15,B,123737,2011-02-04,20.69,3.4,,,,,,133.1834194,7.771,False
2601,15,B,123737,2011-02-11,21.64,3.416,,,,,,133.260871,7.771,True
2602,15,B,123737,2011-02-18,33.06,3.42,,,,,,133.3701429,7.771,False
2603,15,B,123737,2011-02-25,20.87,3.452,,,,,,133.4921429,7.771,False
2604,15,B,123737,2011-03-04,28.16,3.605,,,,,,133.6141429,7.771,False
2605,15,B,123737,2011-03-11,34.27,3.752,,,,,,133.7361429,7.771,False
2606,15,B,123737,2011-03-18,40.23,3.796,,,,,,133.8492258,7.771,False
2607,15,B,123737,2011-03-25,32.63,3.789,,,,,,133.9587419,7.771,False
2608,15,B,123737,2011-04-01,30.34,3.811,,,,,,134.0682581,7.658,False
2609,15,B,123737,2011-04-08,40.94,3.895,,,,,,134.1777742,7.658,False
2610,15,B,123737,2011-04-15,48.63,3.981,,,,,,134.2784667,7.658,False
2611,15,B,123737,2011-04-22,41.37,4.061,,,,,,134.3571,7.658,False
2612,15,B,123737,2011-04-29,55.46,4.117,,,,,,134.4357333,7.658,False
2613,15,B,123737,2011-05-06,49.87,4.192,,,,,,134.5143667,7.658,False
2614,15,B,123737,2011-05-13,57.07,4.211,,,,,,134.593,7.658,False
2615,15,B,123737,2011-05-20,57.19,4.202,,,,,,134.6803871,7.658,False
2616,15,B,123737,2011-05-27,65.87,4.134,,,,,,134.7677742,7.658,False
2617,15,B,123737,2011-06-03,69.8,4.069,,,,,,134.8551613,7.658,False
2618,15,B,123737,2011-06-10,69.86,4.025,,,,,,134.9425484,7.658,False
2619,15,B,123737,2011-06-17,63.9,3.989,,,,,,135.0837333,7.658,False
2620,15,B,123737,2011-06-24,69.96,3.964,,,,,,135.2652667,7.658,False
2621,15,B,123737,2011-07-01,67.43,3.916,,,,,,135.4468,7.806,False
2622,15,B,123737,2011-07-08,73.47,3.886,,,,,,135.6283333,7.806,False
2623,15,B,123737,2011-07-15,73.34,3.915,,,,,,135.7837419,7.806,False
2624,15,B,123737,2011-07-22,79.97,3.972,,,,,,135.8738387,7.806,False
2625,15,B,123737,2011-07-29,74.67,4.004,,,,,,135.9639355,7.806,False
2626,15,B,123737,2011-08-05,73.63,4.02,,,,,,136.0540323,7.806,False
2627,15,B,123737,2011-08-12,70.63,3.995,,,,,,136.144129,7.806,False
2628,15,B,123737,2011-08-19,70.41,3.942,,,,,,136.183129,7.806,False
2629,15,B,123737,2011-08-26,69.19,3.906,,,,,,136.2136129,7.806,False
2630,15,B,123737,2011-09-02,67.63,3.879,,,,,,136.2440968,7.806,False
2631,15,B,123737,2011-09-09,67.59,3.93,,,,,,136.2745806,7.806,True
2632,15,B,123737,2011-09-16,62.1,3.937,,,,,,136.3145,7.806,False
2633,15,B,123737,2011-09-23,59.0,3.899,,,,,,136.367,7.806,False
2634,15,B,123737,2011-09-30,64.87,3.858,,,,,,136.4195,7.806,False
2635,15,B,123737,2011-10-07,51.24,3.775,,,,,,136.472,7.866,False
2636,15,B,123737,2011-10-14,61.3,3.744,,,,,,136.5150968,7.866,False
2637,15,B,123737,2011-10-21,51.67,3.757,,,,,,136.5017742,7.866,False
2638,15,B,123737,2011-10-28,45.54,3.757,,,,,,136.4884516,7.866,False
2639,15,B,123737,2011-11-04,43.39,3.738,,,,,,136.475129,7.866,False
2640,15,B,123737,2011-11-11,47.13,3.719,9727.57,4267.72,617.98,1236.64,2067.74,136.4618065,7.866,False
2641,15,B,123737,2011-11-18,46.53,3.717,3668.4,615.27,49.57,946.2,4393.97,136.4666667,7.866,False
2642,15,B,123737,2011-11-25,41.1,3.689,299.72,54.94,67073.91,34.22,171.76,136.4788,7.866,True
2643,15,B,123737,2011-12-02,45.67,3.666,3751.34,191.82,6485.06,1803.17,16136.43,136.4909333,7.866,False
2644,15,B,123737,2011-12-09,38.53,3.627,3581.98,193.94,75.62,1713.45,5227.94,136.5030667,7.866,False
2645,15,B,123737,2011-12-16,35.49,3.611,2176.13,19.0,158.53,925.45,1273.02,136.5335161,7.866,False
2646,15,B,123737,2011-12-23,34.93,3.587,260.78,7.27,1120.42,80.13,622.48,136.5883871,7.866,False
2647,15,B,123737,2011-12-30,31.44,3.566,3248.4,31122.2,111.35,605.88,3474.84,136.6432581,7.866,True
2648,15,B,123737,2012-01-06,30.24,3.585,5597.99,17413.82,18.8,646.2,3098.77,136.698129,7.943,False
2649,15,B,123737,2012-01-13,36.26,3.666,1684.66,8959.27,1.0,487.76,542.9,136.753,7.943,False
2650,15,B,123737,2012-01-20,21.39,3.705,2637.43,3151.32,,265.47,2257.53,136.8564194,7.943,False
2651,15,B,123737,2012-01-27,30.87,3.737,875.81,2072.02,,58.58,1418.14,136.9598387,7.943,False
2652,15,B,123737,2012-02-03,35.3,3.796,25565.53,3425.96,56.72,19303.94,3230.99,137.0632581,7.943,False
2653,15,B,123737,2012-02-10,31.91,3.826,5140.44,5527.21,10.39,9439.38,6371.82,137.1666774,7.943,True
2654,15,B,123737,2012-02-17,30.26,3.874,17822.56,7914.95,1.76,11094.94,4922.19,137.2583103,7.943,False
2655,15,B,123737,2012-02-24,33.18,3.917,6881.03,5859.12,1.0,3607.57,4147.13,137.3411034,7.943,False
2656,15,B,123737,2012-03-02,33.24,3.983,11611.99,1749.22,27.4,7977.5,2327.04,137.4238966,7.943,False
2657,15,B,123737,2012-03-09,36.97,4.021,7926.63,615.68,1.49,2126.98,2194.94,137.5066897,7.943,False
2658,15,B,123737,2012-03-16,47.42,4.021,3518.76,104.88,2.98,797.26,1364.77,137.5843871,7.943,False
2659,15,B,123737,2012-03-23,58.92,4.054,7318.86,118.73,0.5,3744.04,1224.93,137.6552903,7.943,False
2660,15,B,123737,2012-03-30,42.65,4.098,4292.7,72.67,3.0,1169.95,2965.23,137.7261935,7.943,False
2661,15,B,123737,2012-04-06,40.01,4.143,8567.95,,46.32,1144.78,3518.73,137.7970968,8.15,False
2662,15,B,123737,2012-04-13,43.52,4.187,3408.63,3269.14,13.58,1547.19,1809.75,137.868,8.15,False
2663,15,B,123737,2012-04-20,54.47,4.17,4577.67,1678.35,5.9,1094.79,1830.84,137.9230667,8.15,False
2664,15,B,123737,2012-04-27,41.57,4.163,1863.53,,9.82,192.32,1271.7,137.9781333,8.15,False
2665,15,B,123737,2012-05-04,51.04,4.124,8300.37,,110.97,3056.54,1610.94,138.0332,8.15,False
2666,15,B,123737,2012-05-11,54.23,4.055,11017.0,,11.17,1287.37,2683.72,138.0882667,8.15,False
2667,15,B,123737,2012-05-18,58.84,4.029,5226.88,,8.93,546.11,1281.16,138.1065806,8.15,False
2668,15,B,123737,2012-05-25,67.97,3.979,6258.04,,482.11,928.64,1315.99,138.1101935,8.15,False
2669,15,B,123737,2012-06-01,67.61,3.915,3762.0,22.8,41.98,1170.77,2160.94,138.1138065,8.15,False
2670,15,B,123737,2012-06-08,59.35,3.871,4658.21,269.0,0.19,399.04,3998.9,138.1174194,8.15,False
2671,15,B,123737,2012-06-15,67.7,3.786,3453.42,478.6,0.01,404.11,3862.9,138.1295333,8.15,False
2672,15,B,123737,2012-06-22,74.28,3.722,3816.09,1314.0,,667.31,2567.0,138.1629,8.15,False
2673,15,B,123737,2012-06-29,68.91,3.667,3076.48,589.4,,1770.01,2113.3,138.1962667,8.15,False
2674,15,B,123737,2012-07-06,74.64,3.646,4916.59,270.1,24.22,1747.41,2772.41,138.2296333,8.193,False
2675,15,B,123737,2012-07-13,72.62,3.689,3376.03,189.6,50.02,942.78,753.32,138.263,8.193,False
2676,15,B,123737,2012-07-20,75.31,3.732,1131.83,179.69,31.31,274.96,1321.82,138.2331935,8.193,False
2677,15,B,123737,2012-07-27,73.9,3.82,2403.14,122.34,0.87,2132.06,1082.9,138.2033871,8.193,False
2678,15,B,123737,2012-08-03,73.13,3.819,7251.41,216.62,0.48,4906.29,1420.37,138.1735806,8.193,False
2679,15,B,123737,2012-08-10,73.99,3.863,15384.57,19.31,100.34,1649.99,1552.05,138.1437742,8.193,False
2680,15,B,123737,2012-08-17,70.29,3.963,3690.95,10.66,0.3,788.18,1176.04,138.1857097,8.193,False
2681,15,B,123737,2012-08-24,66.98,3.997,3669.07,-6.69,,2813.59,1610.18,138.2814516,8.193,False
2682,15,B,123737,2012-08-31,71.42,4.026,5501.66,135.77,27.69,1513.49,2862.32,138.3771935,8.193,False
2683,15,B,123737,2012-09-07,71.61,4.076,7925.48,13.2,15.69,1684.3,1941.32,138.4729355,8.193,True
2684,15,B,123737,2012-09-14,65.44,4.088,5163.64,,1.49,922.73,3154.77,138.5673,8.193,False
2685,15,B,123737,2012-09-21,60.34,4.203,3412.14,91.0,28.5,118.17,1880.31,138.6534,8.193,False
2686,15,B,123737,2012-09-28,57.13,4.158,5223.97,19.73,0.66,1260.77,5490.76,138.7395,8.193,False
2687,15,B,123737,2012-10-05,59.57,4.151,2337.37,,6.22,1443.89,1892.94,138.8256,7.992,False
2688,15,B,123737,2012-10-12,49.12,4.186,1351.82,,5.8,500.2,3631.62,138.9117,7.992,False
2689,15,B,123737,2012-10-19,52.89,4.153,710.9,,1.68,176.01,1098.68,138.8336129,7.992,False
2690,15,B,123737,2012-10-26,55.75,4.071,4657.77,-7.01,100.0,1077.51,1234.65,138.7281613,7.992,False
2691,15,B,123737,2012-11-02,47.36,3.97,4565.57,5904.29,9.0,1437.77,1226.03,138.6227097,7.992,False
2692,15,B,123737,2012-11-09,36.32,3.947,3353.41,4293.32,38.06,340.26,1717.27,138.5172581,7.992,False
2693,15,B,123737,2012-11-16,44.4,3.942,8728.86,557.12,27.12,1840.54,2216.52,138.4473,7.992,False
2694,15,B,123737,2012-11-23,39.82,3.978,400.27,,76740.95,358.47,758.91,138.4246667,7.992,True
2695,15,B,123737,2012-11-30,34.04,3.966,1577.33,,4241.0,130.62,4568.23,138.4020333,7.992,False
2696,15,B,123737,2012-12-07,40.95,3.92,6919.92,,212.32,1316.86,4165.76,138.3794,7.992,False
2697,15,B,123737,2012-12-14,37.66,3.869,5258.35,,22.0,336.24,1206.87,138.3685484,7.992,False
2698,15,B,123737,2012-12-21,38.6,3.816,2568.77,,45.0,113.9,1639.7,138.4283871,7.992,False
2699,15,B,123737,2012-12-28,28.16,3.785,5278.56,17261.44,5.01,34.08,254.53,138.4882258,7.992,True
2700,15,B,123737,2013-01-04,23.76,3.794,1914.12,21803.78,22.11,69.3,1386.44,138.5480645,8.036,False
2701,15,B,123737,2013-01-11,33.36,3.802,4387.53,13895.83,8.39,31.8,1966.82,138.6079032,8.036,False
2702,15,B,123737,2013-01-18,35.19,3.798,3232.34,3900.31,1.56,120.39,1329.63,138.6701613,8.036,False
2703,15,B,123737,2013-01-25,18.82,3.78,4004.91,1942.15,0.4,280.72,1543.9,138.7333871,8.036,False
2704,15,B,123737,2013-02-01,29.71,3.806,10356.61,1601.66,341.8,15824.52,830.83,138.7966129,8.036,False
2705,15,B,123737,2013-02-08,21.64,3.945,46932.68,630.88,213.16,16829.47,2976.96,138.8598387,8.036,True
2706,15,B,123737,2013-02-15,30.02,4.006,5533.97,1314.4,1.24,2895.82,4712.81,138.9004286,8.036,False
2707,15,B,123737,2013-02-22,23.11,4.045,6722.29,1209.95,200.8,1397.74,1421.09,138.8844286,8.036,False
2708,15,B,123737,2013-03-01,33.45,4.079,5780.05,246.9,1.2,985.73,1522.27,138.8684286,8.036,False
2709,15,B,123737,2013-03-08,28.46,4.045,14988.68,145.72,6.83,5322.62,2893.24,138.8524286,8.036,False
2710,15,B,123737,2013-03-15,37.38,4.029,12946.87,,2.62,664.28,942.8,138.8597742,8.036,False
2711,15,B,123737,2013-03-22,27.38,3.999,13425.03,,942.0,857.45,1733.1,138.9254839,8.036,False
2712,15,B,123737,2013-03-29,35.7,3.983,6907.06,,1031.68,107.87,2419.35,138.9911935,8.036,False
2713,15,B,123737,2013-04-05,36.51,3.954,10253.67,2141.9,344.22,1311.21,1921.28,139.0569032,7.806,False
2714,15,B,123737,2013-04-12,42.94,3.914,5391.36,890.83,40.98,876.71,1188.55,139.1226129,7.806,False
2715,15,B,123737,2013-04-19,50.36,3.876,1934.68,111.95,80.0,72.55,284.57,139.1226129,7.806,False
2716,15,B,123737,2013-04-26,46.56,3.806,841.4,,67.3,79.04,925.61,139.1226129,7.806,False
2717,15,B,123737,2013-05-03,58.11,3.775,4421.68,46.0,82.63,1683.9,700.46,,,False
2718,15,B,123737,2013-05-10,60.82,3.762,7298.44,462.7,15.9,1893.69,4727.12,,,False
2719,15,B,123737,2013-05-17,51.69,3.79,5745.98,717.28,16.0,713.41,3765.65,,,False
2720,15,B,123737,2013-05-24,62.86,3.793,2555.11,389.3,502.18,1072.48,2001.61,,,False
2721,15,B,123737,2013-05-31,60.73,3.808,4643.11,545.56,,63.03,466.43,,,False
2722,15,B,123737,2013-06-07,62.21,3.792,7883.89,1378.88,120.0,2637.43,3925.2,,,False
2723,15,B,123737,2013-06-14,61.31,3.795,3433.45,553.69,360.0,1766.04,1101.76,,,False
2724,15,B,123737,2013-06-21,62.53,3.793,4012.81,382.38,143.8,3941.85,1869.0,,,False
2725,15,B,123737,2013-06-28,73.7,3.8,4599.86,858.14,6.5,2999.23,2917.28,,,False
2726,15,B,123737,2013-07-05,70.26,3.778,4855.31,3222.6,794.97,6559.5,1052.94,,,False
2727,15,B,123737,2013-07-12,73.9,3.791,3679.59,2654.86,34.5,2044.8,979.49,,,False
2728,15,B,123737,2013-07-19,78.04,3.913,2569.12,3236.27,192.44,259.52,1108.48,,,False
2729,15,B,123737,2013-07-26,68.77,3.951,312.11,1754.52,,130.4,1192.82,,,False
2730,16,B,57197,2010-02-05,19.79,2.58,,,,,,189.3816974,7.039,False
2731,16,B,57197,2010-02-12,20.87,2.572,,,,,,189.4642725,7.039,True
2732,16,B,57197,2010-02-19,21.13,2.55,,,,,,189.5340998,7.039,False
2733,16,B,57197,2010-02-26,18.12,2.586,,,,,,189.6018023,7.039,False
2734,16,B,57197,2010-03-05,27.92,2.62,,,,,,189.6695049,7.039,False
2735,16,B,57197,2010-03-12,28.64,2.684,,,,,,189.7372075,7.039,False
2736,16,B,57197,2010-03-19,33.45,2.692,,,,,,189.734262,7.039,False
2737,16,B,57197,2010-03-26,29.88,2.717,,,,,,189.7195417,7.039,False
2738,16,B,57197,2010-04-02,36.19,2.725,,,,,,189.7048215,6.842,False
2739,16,B,57197,2010-04-09,34.21,2.75,,,,,,189.6901012,6.842,False
2740,16,B,57197,2010-04-16,45.69,2.765,,,,,,189.6628845,6.842,False
2741,16,B,57197,2010-04-23,44.9,2.776,,,,,,189.6190057,6.842,False
2742,16,B,57197,2010-04-30,37.75,2.766,,,,,,189.575127,6.842,False
2743,16,B,57197,2010-05-07,37.43,2.771,,,,,,189.5312483,6.842,False
2744,16,B,57197,2010-05-14,41.26,2.788,,,,,,189.4904116,6.842,False
2745,16,B,57197,2010-05-21,47.34,2.776,,,,,,189.467827,6.842,False
2746,16,B,57197,2010-05-28,52.08,2.737,,,,,,189.4452425,6.842,False
2747,16,B,57197,2010-06-04,53.76,2.7,,,,,,189.422658,6.842,False
2748,16,B,57197,2010-06-11,62.63,2.684,,,,,,189.4000734,6.842,False
2749,16,B,57197,2010-06-18,52.4,2.674,,,,,,189.4185259,6.842,False
2750,16,B,57197,2010-06-25,62.37,2.715,,,,,,189.4533931,6.842,False
2751,16,B,57197,2010-07-02,64.44,2.728,,,,,,189.4882603,6.868,False
2752,16,B,57197,2010-07-09,61.79,2.711,,,,,,189.5231276,6.868,False
2753,16,B,57197,2010-07-16,67.68,2.699,,,,,,189.6125456,6.868,False
2754,16,B,57197,2010-07-23,70.67,2.691,,,,,,189.774698,6.868,False
2755,16,B,57197,2010-07-30,70.71,2.69,,,,,,189.9368504,6.868,False
2756,16,B,57197,2010-08-06,67.42,2.69,,,,,,190.0990028,6.868,False
2757,16,B,57197,2010-08-13,63.91,2.723,,,,,,190.2611552,6.868,False
2758,16,B,57197,2010-08-20,63.59,2.732,,,,,,190.2948237,6.868,False
2759,16,B,57197,2010-08-27,65.66,2.731,,,,,,190.3284922,6.868,False
2760,16,B,57197,2010-09-03,58.02,2.773,,,,,,190.3621607,6.868,False
2761,16,B,57197,2010-09-10,57.24,2.78,,,,,,190.3958293,6.868,True
2762,16,B,57197,2010-09-17,56.55,2.8,,,,,,190.4688287,6.868,False
2763,16,B,57197,2010-09-24,58.19,2.793,,,,,,190.5713264,6.868,False
2764,16,B,57197,2010-10-01,59.39,2.759,,,,,,190.6738241,6.986,False
2765,16,B,57197,2010-10-08,54.29,2.745,,,,,,190.7763218,6.986,False
2766,16,B,57197,2010-10-15,45.0,2.762,,,,,,190.8623087,6.986,False
2767,16,B,57197,2010-10-22,45.85,2.762,,,,,,190.9070184,6.986,False
2768,16,B,57197,2010-10-29,35.76,2.748,,,,,,190.951728,6.986,False
2769,16,B,57197,2010-11-05,39.94,2.729,,,,,,190.9964377,6.986,False
2770,16,B,57197,2010-11-12,34.04,2.737,,,,,,191.0411474,6.986,False
2771,16,B,57197,2010-11-19,27.26,2.758,,,,,,191.0312172,6.986,False
2772,16,B,57197,2010-11-26,23.46,2.742,,,,,,191.0121805,6.986,True
2773,16,B,57197,2010-12-03,23.68,2.712,,,,,,190.9931437,6.986,False
2774,16,B,57197,2010-12-10,32.02,2.728,,,,,,190.9741069,6.986,False
2775,16,B,57197,2010-12-17,26.01,2.778,,,,,,191.0303376,6.986,False
2776,16,B,57197,2010-12-24,32.46,2.781,,,,,,191.1430189,6.986,False
2777,16,B,57197,2010-12-31,19.66,2.829,,,,,,191.2557002,6.986,True
2778,16,B,57197,2011-01-07,12.39,2.882,,,,,,191.3683815,6.614,False
2779,16,B,57197,2011-01-14,17.46,2.911,,,,,,191.4784939,6.614,False
2780,16,B,57197,2011-01-21,28.6,2.973,,,,,,191.5731924,6.614,False
2781,16,B,57197,2011-01-28,20.8,3.008,,,,,,191.667891,6.614,False
2782,16,B,57197,2011-02-04,13.64,3.011,,,,,,191.7625895,6.614,False
2783,16,B,57197,2011-02-11,15.02,3.037,,,,,,191.8572881,6.614,True
2784,16,B,57197,2011-02-18,27.18,3.051,,,,,,191.9178331,6.614,False
2785,16,B,57197,2011-02-25,26.15,3.101,,,,,,191.9647167,6.614,False
2786,16,B,57197,2011-03-04,31.77,3.232,,,,,,192.0116004,6.614,False
2787,16,B,57197,2011-03-11,29.36,3.372,,,,,,192.058484,6.614,False
2788,16,B,57197,2011-03-18,36.5,3.406,,,,,,192.1237981,6.614,False
2789,16,B,57197,2011-03-25,32.61,3.414,,,,,,192.1964844,6.614,False
2790,16,B,57197,2011-04-01,35.75,3.461,,,,,,192.2691707,6.339,False
2791,16,B,57197,2011-04-08,38.04,3.532,,,,,,192.3418571,6.339,False
2792,16,B,57197,2011-04-15,34.59,3.611,,,,,,192.4225954,6.339,False
2793,16,B,57197,2011-04-22,40.74,3.636,,,,,,192.5234638,6.339,False
2794,16,B,57197,2011-04-29,37.77,3.663,,,,,,192.6243322,6.339,False
2795,16,B,57197,2011-05-06,38.64,3.735,,,,,,192.7252006,6.339,False
2796,16,B,57197,2011-05-13,43.29,3.767,,,,,,192.826069,6.339,False
2797,16,B,57197,2011-05-20,43.95,3.828,,,,,,192.831317,6.339,False
2798,16,B,57197,2011-05-27,45.17,3.795,,,,,,192.8365651,6.339,False
2799,16,B,57197,2011-06-03,54.08,3.763,,,,,,192.8418131,6.339,False
2800,16,B,57197,2011-06-10,55.78,3.735,,,,,,192.8470612,6.339,False
2801,16,B,57197,2011-06-17,58.34,3.697,,,,,,192.9034759,6.339,False
2802,16,B,57197,2011-06-24,54.36,3.661,,,,,,192.9982655,6.339,False
2803,16,B,57197,2011-07-01,63.59,3.597,,,,,,193.0930552,6.338,False
2804,16,B,57197,2011-07-08,65.0,3.54,,,,,,193.1878448,6.338,False
2805,16,B,57197,2011-07-15,65.16,3.532,,,,,,193.3125484,6.338,False
2806,16,B,57197,2011-07-22,65.36,3.545,,,,,,193.5120367,6.338,False
2807,16,B,57197,2011-07-29,66.84,3.547,,,,,,193.711525,6.338,False
2808,16,B,57197,2011-08-05,63.96,3.554,,,,,,193.9110133,6.338,False
2809,16,B,57197,2011-08-12,67.09,3.542,,,,,,194.1105017,6.338,False
2810,16,B,57197,2011-08-19,68.83,3.499,,,,,,194.2500634,6.338,False
2811,16,B,57197,2011-08-26,67.51,3.485,,,,,,194.3796374,6.338,False
2812,16,B,57197,2011-09-02,63.44,3.511,,,,,,194.5092113,6.338,False
2813,16,B,57197,2011-09-09,56.99,3.566,,,,,,194.6387853,6.338,True
2814,16,B,57197,2011-09-16,53.68,3.596,,,,,,194.7419707,6.338,False
2815,16,B,57197,2011-09-23,50.39,3.581,,,,,,194.8099713,6.338,False
2816,16,B,57197,2011-09-30,57.61,3.538,,,,,,194.8779718,6.338,False
2817,16,B,57197,2011-10-07,48.91,3.498,,,,,,194.9459724,6.232,False
2818,16,B,57197,2011-10-14,39.97,3.491,,,,,,195.0261012,6.232,False
