customerid,firstname,lastname,address1,address2,city,state,zip,country,region,email,phone,creditcardtype,creditcard,creditcardexpiration,username,password,age,income,gender
4932,YABGZO,BIUGISTZOX,3453099934 Dell Way,,EAMZMLV,VA,59168,US,1,BIUGISTZOX@dell.com,3453099934,4,3135928768664598,2012/07,user4932,password,21,100000,M
4933,CEORFX,LMGDFFSCJT,8399104849 Dell Way,,PJGBEDP,MN,88286,US,1,LMGDFFSCJT@dell.com,8399104849,3,4952060958370567,2012/05,user4933,password,19,100000,M
4934,PQUMBG,SFMYXPIRER,3948160281 Dell Way,,XFWAUIX,NJ,80333,US,1,SFMYXPIRER@dell.com,3948160281,3,2416316506452858,2009/06,user4934,password,69,100000,F
4935,MLDTDI,FCGVKXZCUF,3096149098 Dell Way,,YVZHSPB,AL,17760,US,1,FCGVKXZCUF@dell.com,3096149098,2,5806254034396262,2012/04,user4935,password,61,60000,M
4936,TEXCKZ,IFJGFMBKLW,6474375318 Dell Way,,KSPZUQB,AL,11344,US,1,IFJGFMBKLW@dell.com,6474375318,5,3975059916730970,2009/05,user4936,password,23,100000,M
4937,YAZYJF,IQKURUFOEY,2276869888 Dell Way,,EETUGUV,TX,79008,US,1,IQKURUFOEY@dell.com,2276869888,1,2574165353551507,2009/01,user4937,password,73,20000,F
4938,TCKYKA,IFSDLHIJLN,8772918372 Dell Way,,DGTXBPR,GA,70738,US,1,IFSDLHIJLN@dell.com,8772918372,3,7203975917305798,2011/08,user4938,password,71,40000,M
4939,DHCEQI,XUTFCDRQHX,4063299505 Dell Way,,JFZZXFQ,PA,65408,US,1,XUTFCDRQHX@dell.com,4063299505,2,2859016659203917,2008/09,user4939,password,83,40000,F
4940,AKRIHM,CMPGDFNBOS,1500665598 Dell Way,,BOPGEJW,NC,74771,US,1,CMPGDFNBOS@dell.com,1500665598,4,5071281331125647,2012/10,user4940,password,53,100000,F
4941,EIMQKZ,FRCKEEZWFN,1033222184 Dell Way,,MLSVHFO,KY,84312,US,1,FRCKEEZWFN@dell.com,1033222184,2,6744677538517863,2010/04,user4941,password,79,80000,M
4942,IHAHMR,KWVPVSUJFG,7550853159 Dell Way,,BANGPWC,NE,26021,US,1,KWVPVSUJFG@dell.com,7550853159,1,5094172509852797,2010/09,user4942,password,21,100000,F
4943,BEMSPJ,OEFGZOLFPM,3118867471 Dell Way,,SWBPYQU,OH,74913,US,1,OEFGZOLFPM@dell.com,3118867471,2,5037456638645381,2009/02,user4943,password,51,40000,F
4944,YBYIPC,NVCCHHSUAP,6909733984 Dell Way,,VPNMKFF,NM,52934,US,1,NVCCHHSUAP@dell.com,6909733984,5,6587930945213885,2008/03,user4944,password,87,20000,F
4945,WJWZXS,BAAJSUJHQZ,2494332222 Dell Way,,VCJBIAO,WV,92532,US,1,BAAJSUJHQZ@dell.com,2494332222,1,2445393387228250,2008/02,user4945,password,50,20000,M
4946,IZLABL,ALEVUMLUIO,3090452350 Dell Way,,DKWEYVB,CO,93162,US,1,ALEVUMLUIO@dell.com,3090452350,2,1611890582367777,2011/03,user4946,password,61,100000,F
4947,AAHMBS,RWNEIHMWLX,6101740244 Dell Way,,TPVORYM,VA,27296,US,1,RWNEIHMWLX@dell.com,6101740244,3,4848258643876761,2008/07,user4947,password,66,20000,M
4948,YRRRIO,FMWMZTYXMN,3809927392 Dell Way,,TBESOCX,CT,69835,US,1,FMWMZTYXMN@dell.com,3809927392,2,3161164885386824,2012/06,user4948,password,79,100000,F
4949,NPMBVZ,YIYRGVETOF,9512481932 Dell Way,,YGTBDXS,MN,24833,US,1,YIYRGVETOF@dell.com,9512481932,3,6636761914007366,2011/05,user4949,password,73,40000,M
4950,FJUEHC,DZIZDCOJBV,8128324567 Dell Way,,CCZAULE,PA,88846,US,1,DZIZDCOJBV@dell.com,8128324567,3,3179145098663866,2010/11,user4950,password,34,80000,F
4951,AYNDCM,MCPPQYQLBT,9930617132 Dell Way,,LBOWGHT,AL,86029,US,1,MCPPQYQLBT@dell.com,9930617132,3,7198428581003100,2009/05,user4951,password,83,40000,F
4952,KJKWVM,MKCLBONUAP,2574073232 Dell Way,,IWVQQWM,NJ,50300,US,1,MKCLBONUAP@dell.com,2574073232,5,8181478527840228,2008/01,user4952,password,25,60000,F
4953,NJGZVR,CHSRVNRKWO,4257951483 Dell Way,,GMEDZUO,DE,66976,US,1,CHSRVNRKWO@dell.com,4257951483,2,7342117145657540,2010/09,user4953,password,28,100000,F
4954,KYXCBE,VSZIKKEYQR,3324248013 Dell Way,,DTRXIVO,OH,15462,US,1,VSZIKKEYQR@dell.com,3324248013,1,7848873537499458,2009/02,user4954,password,77,100000,F
4955,SWDWSW,WAGHFFYXIS,2905337315 Dell Way,,OGAKVSL,AZ,89256,US,1,WAGHFFYXIS@dell.com,2905337315,3,1125674635171890,2008/04,user4955,password,25,80000,F
4956,GPVDMW,KTBPRYYJNF,9973601556 Dell Way,,JXACJCZ,NE,59679,US,1,KTBPRYYJNF@dell.com,9973601556,3,8379187607672066,2008/04,user4956,password,88,40000,M
4957,VMJRWC,TMUSLDGQND,1987930599 Dell Way,,QQNTPBH,NH,70208,US,1,TMUSLDGQND@dell.com,1987930599,4,9839054098352792,2008/01,user4957,password,83,100000,M
4958,GPKJIX,DAIHHZUKQK,6750672652 Dell Way,,XJAZQPR,PA,38087,US,1,DAIHHZUKQK@dell.com,6750672652,5,4311054657679051,2010/09,user4958,password,84,80000,F
4959,IEQFIR,OPYNKJDVHN,2154745169 Dell Way,,VGDLXXT,ND,77337,US,1,OPYNKJDVHN@dell.com,2154745169,1,5361377558205277,2008/11,user4959,password,76,40000,F
4960,LOJDDZ,BQKLUFSHBY,6254914365 Dell Way,,LMWJGLC,MA,56233,US,1,BQKLUFSHBY@dell.com,6254914365,3,4543175284750760,2009/10,user4960,password,50,100000,F
4961,VYMUAD,ELXKDFLCQY,3628929166 Dell Way,,YZEKCOX,NY,98097,US,1,ELXKDFLCQY@dell.com,3628929166,1,7730545720085502,2011/11,user4961,password,24,60000,M
4962,OJVROG,PYJUJMLILL,8074767181 Dell Way,,MVNBSFA,WY,35121,US,1,PYJUJMLILL@dell.com,8074767181,4,2458384570199996,2012/04,user4962,password,89,60000,M
4963,VDFBSD,LNNXYVIKID,6316760074 Dell Way,,YJWDKWL,GA,62872,US,1,LNNXYVIKID@dell.com,6316760074,1,8914660433307291,2010/07,user4963,password,56,40000,M
4964,SLJWXW,JVVFEFNHEX,5294781204 Dell Way,,EIIATOP,KS,66309,US,1,JVVFEFNHEX@dell.com,5294781204,5,2356733383145183,2008/04,user4964,password,76,80000,M
4965,EPQAZL,WEPCSXGPCO,3378397349 Dell Way,,YCIMRQC,DE,58973,US,1,WEPCSXGPCO@dell.com,3378397349,1,8496079546399415,2008/11,user4965,password,59,40000,F
4966,FGLRDQ,HGIFMYHBXJ,4504444190 Dell Way,,JJBAMFO,PA,44796,US,1,HGIFMYHBXJ@dell.com,4504444190,5,3569559102877975,2012/01,user4966,password,74,20000,F
4967,GVLWDR,EIEDQFAZPK,9379109068 Dell Way,,BPXGERQ,ND,52953,US,1,EIEDQFAZPK@dell.com,9379109068,3,5696236027404666,2011/09,user4967,password,78,100000,M
4968,HURYZA,CDQIDPYOQO,2019233185 Dell Way,,LXSCOHP,MO,82141,US,1,CDQIDPYOQO@dell.com,2019233185,1,5476470530964434,2012/02,user4968,password,20,40000,M
4969,SEXSGA,IPEYOTPCFN,4535120401 Dell Way,,VIBCXOX,AK,76275,US,1,IPEYOTPCFN@dell.com,4535120401,5,8775806583929808,2010/03,user4969,password,75,20000,F
4970,SWPTFF,XDTRTVWGQE,5080803122 Dell Way,,HTCWQCP,AL,15446,US,1,XDTRTVWGQE@dell.com,5080803122,3,3103935777675360,2009/08,user4970,password,59,100000,F
4971,ERQJPU,CGNXDUOHCH,7992880543 Dell Way,,JYYMNYO,WY,46395,US,1,CGNXDUOHCH@dell.com,7992880543,2,1004540145862847,2009/03,user4971,password,51,60000,M
4972,CWLXYS,LWVFKDHSNG,9913891166 Dell Way,,QZUPOTZ,KS,98816,US,1,LWVFKDHSNG@dell.com,9913891166,4,2401834337972104,2010/02,user4972,password,18,60000,F
4973,LLYEWU,ZCFDKYQQOQ,3795689686 Dell Way,,KDEEDME,CT,24358,US,1,ZCFDKYQQOQ@dell.com,3795689686,3,3841874673031271,2009/02,user4973,password,41,80000,M
4974,GXLBXN,HAXFROUHYX,5102923451 Dell Way,,MDBZHED,NH,78396,US,1,HAXFROUHYX@dell.com,5102923451,5,8925191502552480,2011/08,user4974,password,50,20000,M
4975,XCMKKN,IPEWJMVHYZ,2624272840 Dell Way,,JYGOBVH,MT,76552,US,1,IPEWJMVHYZ@dell.com,2624272840,2,4639155707787723,2011/05,user4975,password,89,60000,F
4976,MYWZGL,DDVQZDOYMN,2442111976 Dell Way,,EAPAICT,MS,47113,US,1,DDVQZDOYMN@dell.com,2442111976,1,7854666002560408,2008/08,user4976,password,34,80000,M
4977,BPVNTY,JJXMYWYLBZ,3655900756 Dell Way,,ABHDVUN,WV,90686,US,1,JJXMYWYLBZ@dell.com,3655900756,1,5764021538663656,2010/09,user4977,password,24,60000,F
4978,XCBWML,UYJQXURWVS,4058712027 Dell Way,,DYOXMNV,PA,67086,US,1,UYJQXURWVS@dell.com,4058712027,2,4301667697262019,2010/11,user4978,password,68,40000,M
4979,TELEYK,NPHIGDDZHB,1385349276 Dell Way,,NENBAHR,KY,60433,US,1,NPHIGDDZHB@dell.com,1385349276,4,4797771276906133,2011/02,user4979,password,47,60000,F
4980,VRFFFU,NNBQRBXTOC,5794685210 Dell Way,,GPCOHLC,KS,29572,US,1,NNBQRBXTOC@dell.com,5794685210,1,3814949347171933,2012/07,user4980,password,60,80000,F
4981,UZKPNY,RDQSBJHEQW,3331730559 Dell Way,,HEESHMY,SD,59574,US,1,RDQSBJHEQW@dell.com,3331730559,4,1894896976649761,2012/07,user4981,password,41,80000,M
4982,TGARYD,HQFRXJHURL,1870963839 Dell Way,,YKSLINZ,NH,34733,US,1,HQFRXJHURL@dell.com,1870963839,3,8079734255559743,2010/02,user4982,password,39,20000,F
4983,HVHLDX,RUVBBQSNPC,8471281581 Dell Way,,GALTAAB,CT,52655,US,1,RUVBBQSNPC@dell.com,8471281581,3,6092235970776529,2008/09,user4983,password,85,60000,M
4984,FWQDOL,YPNPIAEKGE,9318653581 Dell Way,,WAFWBIJ,VT,86746,US,1,YPNPIAEKGE@dell.com,9318653581,1,5777173746377230,2012/06,user4984,password,20,20000,F
4985,REXDDM,QSURWFYBBY,9560028232 Dell Way,,GYAOHYK,HI,95878,US,1,QSURWFYBBY@dell.com,9560028232,1,4680959653574974,2012/02,user4985,password,72,80000,F
4986,QVKDLD,XCZDAAEZHD,3745326103 Dell Way,,AVLYGRX,HI,76590,US,1,XCZDAAEZHD@dell.com,3745326103,2,8743177259806544,2008/11,user4986,password,29,80000,M
4987,OUDSSG,RWHSBHAEHW,8941632165 Dell Way,,PGCHDIA,MI,58491,US,1,RWHSBHAEHW@dell.com,8941632165,3,4849537931848318,2008/03,user4987,password,27,80000,M
4988,HISNAO,VSPCSUKOKQ,9798929450 Dell Way,,RRUASFO,NE,74468,US,1,VSPCSUKOKQ@dell.com,9798929450,4,9045066091232004,2008/03,user4988,password,81,40000,M
4989,PXNDSG,TVZNGOXWFO,5466848889 Dell Way,,RGGXUVP,RI,50549,US,1,TVZNGOXWFO@dell.com,5466848889,5,7040033481083811,2009/03,user4989,password,32,100000,F
4990,TCWZVS,ZIYNGVTVMZ,1364117191 Dell Way,,CJTXZNJ,MN,46541,US,1,ZIYNGVTVMZ@dell.com,1364117191,5,6837722711265088,2009/10,user4990,password,75,100000,M
4991,RZSJYB,HLHCEDOEFY,5693748119 Dell Way,,YCXMMJW,MT,27550,US,1,HLHCEDOEFY@dell.com,5693748119,4,9847718408796936,2009/09,user4991,password,81,100000,M
4992,PIQQQC,YSGBHKGGJJ,7076545063 Dell Way,,DVWMRJR,GA,23119,US,1,YSGBHKGGJJ@dell.com,7076545063,3,9005558736622334,2010/07,user4992,password,61,20000,M
4993,GTLISE,OTLZASJJVE,6830069094 Dell Way,,GIWPABT,OH,63796,US,1,OTLZASJJVE@dell.com,6830069094,2,1880505269858986,2009/05,user4993,password,85,60000,F
4994,JUVOJO,AJPSSZNWFW,5467614597 Dell Way,,SVWUOOK,HI,82116,US,1,AJPSSZNWFW@dell.com,5467614597,3,2416953371837735,2010/12,user4994,password,37,80000,M
4995,CICRIM,GAEFOBKKUF,8321152978 Dell Way,,HOUWZAR,MN,53722,US,1,GAEFOBKKUF@dell.com,8321152978,5,4871297947596759,2008/09,user4995,password,30,20000,F
4996,HVJTCK,XHZYSKSYRH,7214037654 Dell Way,,TNHUETG,WY,67159,US,1,XHZYSKSYRH@dell.com,7214037654,1,3939996358007193,2012/04,user4996,password,44,20000,F
4997,SWEDTM,CSFMLEETXS,7425582318 Dell Way,,ASWTYWK,NM,96954,US,1,CSFMLEETXS@dell.com,7425582318,3,3053772056940943,2008/08,user4997,password,42,80000,F
4998,NYGAAZ,GNKKSEIKEA,4097078416 Dell Way,,HXZDIQD,AL,21094,US,1,GNKKSEIKEA@dell.com,4097078416,1,7802041673567147,2011/11,user4998,password,36,20000,M
4999,NFWMLK,XVCBEMGETE,6833843025 Dell Way,,DXMTANX,KY,63659,US,1,XVCBEMGETE@dell.com,6833843025,1,5395677450112999,2012/03,user4999,password,40,60000,F
5000,EXWOVS,QXWCDBWIFT,4374727722 Dell Way,,UZTHWCX,MS,19743,US,1,QXWCDBWIFT@dell.com,4374727722,3,3916635029949248,2011/10,user5000,password,72,100000,M
5001,PKOIBL,EEPGAXLTRK,1078738261 Dell Way,,MZGOWTR,IA,24162,US,1,EEPGAXLTRK@dell.com,1078738261,5,9767712954431772,2011/10,user5001,password,68,40000,F
5002,GSGRWL,HCLEOFWYSV,1624339623 Dell Way,,EHSYYYC,WV,87440,US,1,HCLEOFWYSV@dell.com,1624339623,4,6812315356452019,2011/02,user5002,password,80,20000,M
5003,DSROZU,ADIFAGXVLE,9819092436 Dell Way,,NKDMMCI,ND,82944,US,1,ADIFAGXVLE@dell.com,9819092436,2,9138455869164320,2012/04,user5003,password,68,100000,F
5004,JNADNE,MSETQAEUOO,7480412173 Dell Way,,XABAJPV,KS,92801,US,1,MSETQAEUOO@dell.com,7480412173,1,3250857011880725,2010/02,user5004,password,38,80000,M
5005,HXDLKV,PDLPIGDXEE,7413756194 Dell Way,,YENOZVM,OH,99761,US,1,PDLPIGDXEE@dell.com,7413756194,1,1952017777599394,2012/11,user5005,password,70,40000,M
5006,VSFRII,DYQJCNNGMR,7220430330 Dell Way,,TARPMJP,FL,51542,US,1,DYQJCNNGMR@dell.com,7220430330,1,4098851255606860,2010/06,user5006,password,28,40000,F
5007,IXNRAL,IKNWXUIONI,4505153174 Dell Way,,GCVPSAB,MA,26970,US,1,IKNWXUIONI@dell.com,4505153174,4,6886386523954571,2010/01,user5007,password,79,100000,M
5008,JOZVWJ,ISGCAVQJBT,1225603659 Dell Way,,EQLERVJ,AZ,64882,US,1,ISGCAVQJBT@dell.com,1225603659,4,6789168458431960,2012/06,user5008,password,60,40000,F
5009,OAXXJP,EMQZCABWER,4187373570 Dell Way,,HJJCTLS,PA,16336,US,1,EMQZCABWER@dell.com,4187373570,4,6068809351883829,2012/11,user5009,password,62,60000,M
5010,NKHDOT,TNWTPSYGAI,7620605442 Dell Way,,QCBCVVE,DE,50872,US,1,TNWTPSYGAI@dell.com,7620605442,1,3820215072482824,2009/08,user5010,password,33,100000,M
5011,MZOGSC,CMRVLYVUOY,4802663098 Dell Way,,VRTRWXC,NE,12722,US,1,CMRVLYVUOY@dell.com,4802663098,5,6670159125234932,2011/10,user5011,password,63,20000,M
5012,EJMGLZ,XHKVCFKBAC,4357882028 Dell Way,,URYSUNT,GA,49647,US,1,XHKVCFKBAC@dell.com,4357882028,5,2903753575403243,2012/12,user5012,password,87,20000,F
5013,KKTKIA,UEDZOEAQZS,7789880248 Dell Way,,PRMCLSO,SC,59457,US,1,UEDZOEAQZS@dell.com,7789880248,4,5550632650498301,2011/12,user5013,password,77,20000,F
5014,ONSPIW,TILXICXBRP,3666929333 Dell Way,,NTAGIVU,AZ,65102,US,1,TILXICXBRP@dell.com,3666929333,4,6203919206280262,2008/11,user5014,password,88,80000,F
5015,RHSNAA,YYJAVKSKYM,4828378605 Dell Way,,KEUGZWW,IL,65688,US,1,YYJAVKSKYM@dell.com,4828378605,2,5618442456703634,2009/01,user5015,password,84,20000,F
5016,QOIRNH,BOCLGNKSYP,5399340773 Dell Way,,NEOJAVZ,MI,30290,US,1,BOCLGNKSYP@dell.com,5399340773,5,3516730909235776,2010/11,user5016,password,62,20000,F
5017,YSZFTN,IFUVPNUEAY,1949866432 Dell Way,,TJZPJLV,TX,33257,US,1,IFUVPNUEAY@dell.com,1949866432,2,2230248155072331,2011/04,user5017,password,60,80000,F
5018,OWTCFY,WBOKVTKUNU,6336834104 Dell Way,,UCEFYAL,AL,32840,US,1,WBOKVTKUNU@dell.com,6336834104,4,5930137041956187,2008/05,user5018,password,58,80000,F
5019,IVMGSO,VCJONEBIYE,3405678692 Dell Way,,MDCMPDS,FL,90674,US,1,VCJONEBIYE@dell.com,3405678692,2,3722930827643722,2012/02,user5019,password,60,20000,M
5020,CKQQFS,ZUFEWNCBZF,5531055772 Dell Way,,EMVHEZF,MN,41932,US,1,ZUFEWNCBZF@dell.com,5531055772,2,5072004836052656,2008/05,user5020,password,45,20000,M
5021,ZUASUU,YYRMASMGWY,8739940231 Dell Way,,BEDBJPK,UT,86705,US,1,YYRMASMGWY@dell.com,8739940231,5,3271471770480275,2009/02,user5021,password,21,40000,M
5022,BYSWXQ,NJRFWXCUZG,6484880931 Dell Way,,YAQNKMJ,IL,51615,US,1,NJRFWXCUZG@dell.com,6484880931,3,6358725485391915,2011/10,user5022,password,55,80000,M
5023,FOPWCZ,NIVKKQJROK,8532558921 Dell Way,,HBUUKCG,AK,64625,US,1,NIVKKQJROK@dell.com,8532558921,4,4229277327656746,2009/05,user5023,password,22,60000,M
5024,RKAQXI,LITBSKQCRR,9508468438 Dell Way,,XLBZSCP,NC,78093,US,1,LITBSKQCRR@dell.com,9508468438,5,2247372441925108,2008/06,user5024,password,24,80000,M
5025,DHULTD,FVVPLXGCUS,2400216278 Dell Way,,ETKGJYA,IN,84643,US,1,FVVPLXGCUS@dell.com,2400216278,2,3533079224638641,2009/12,user5025,password,28,40000,F
5026,YVABAV,WQHTWJOPOI,1646942276 Dell Way,,AVRYVZU,WY,35388,US,1,WQHTWJOPOI@dell.com,1646942276,2,3287864929065108,2009/08,user5026,password,56,20000,F
5027,NFLJCB,QWYAKNPSOK,9213153969 Dell Way,,KNFJHFR,MA,49783,US,1,QWYAKNPSOK@dell.com,9213153969,3,1296298491768539,2010/10,user5027,password,50,100000,M
5028,WJBYZX,WAHKPAZALM,9336006631 Dell Way,,GUULLEX,MA,77905,US,1,WAHKPAZALM@dell.com,9336006631,5,5597888990771026,2009/10,user5028,password,53,40000,F
5029,NFDLBE,SMUTLUEXAZ,2025456580 Dell Way,,RMLWJVP,IL,66357,US,1,SMUTLUEXAZ@dell.com,2025456580,4,4658657077234239,2010/12,user5029,password,57,20000,F
5030,ROEVHQ,PBCJFZKFRW,5519537151 Dell Way,,QOGMDNC,ID,27433,US,1,PBCJFZKFRW@dell.com,5519537151,5,2038895625621080,2008/12,user5030,password,34,80000,M
5031,KNVBDW,DMBDXHVTYJ,8591664942 Dell Way,,AKNNMUS,WY,67118,US,1,DMBDXHVTYJ@dell.com,8591664942,1,6491324482019991,2008/09,user5031,password,28,60000,F
5032,YOJUSW,WWUESOCCOM,6700892651 Dell Way,,PCZKVZA,NV,12113,US,1,WWUESOCCOM@dell.com,6700892651,4,7847535043954850,2011/03,user5032,password,19,80000,M
5033,KNLHKI,BOAPRCDERG,9231428475 Dell Way,,DCBDCSD,OR,48623,US,1,BOAPRCDERG@dell.com,9231428475,3,6781538420356811,2012/03,user5033,password,47,40000,M
5034,WQEERT,EHKGLOYRSA,5283987316 Dell Way,,SVDKZWV,VT,44410,US,1,EHKGLOYRSA@dell.com,5283987316,5,6542826398741455,2012/03,user5034,password,45,80000,M
5035,OXMHCT,SJEGIVZJOU,4354833400 Dell Way,,NYUJUST,ID,57889,US,1,SJEGIVZJOU@dell.com,4354833400,1,7397059653420002,2011/11,user5035,password,55,40000,M
5036,ZPXTIG,XPPTOYIJLG,1698607254 Dell Way,,DVBVPHJ,WI,49469,US,1,XPPTOYIJLG@dell.com,1698607254,4,3877201733645052,2010/01,user5036,password,26,60000,M
5037,AIYHGN,WABVIKHOOD,7001695636 Dell Way,,PKSXTRJ,TN,44324,US,1,WABVIKHOOD@dell.com,7001695636,3,4609592479653657,2011/12,user5037,password,19,100000,F
5038,ZCOMZO,OUWYCLNFBX,4408408283 Dell Way,,YYQPHMZ,WV,91553,US,1,OUWYCLNFBX@dell.com,4408408283,4,9122917928732932,2010/07,user5038,password,33,40000,M
5039,TWPIKK,EINPWTQTRP,7200125501 Dell Way,,KGXWGWU,NJ,64449,US,1,EINPWTQTRP@dell.com,7200125501,1,2416103962343186,2012/05,user5039,password,76,80000,F
5040,KZQVEZ,JUVCLOTBYA,6024608730 Dell Way,,YVGUQWK,IN,91296,US,1,JUVCLOTBYA@dell.com,6024608730,2,3665142911020666,2009/11,user5040,password,57,80000,M
5041,EPBDZV,YBHNVIMWGH,2681095350 Dell Way,,CBYZMGX,AL,51180,US,1,YBHNVIMWGH@dell.com,2681095350,2,4106087930966169,2011/02,user5041,password,34,100000,M
5042,HATDZU,KMQTYMAGPB,3140717634 Dell Way,,FONLLOX,NM,93854,US,1,KMQTYMAGPB@dell.com,3140717634,2,1796070155687630,2010/04,user5042,password,80,80000,F
5043,PWGKGT,AASNAZCBEQ,2529487001 Dell Way,,PPCDMTC,OR,21464,US,1,AASNAZCBEQ@dell.com,2529487001,1,4470887362957001,2008/12,user5043,password,66,80000,M
5044,YABRBB,JOBIQDNHTC,7061668531 Dell Way,,KXPEZIH,DC,55577,US,1,JOBIQDNHTC@dell.com,7061668531,1,4930220359005034,2009/10,user5044,password,34,40000,M
5045,HYWJHL,LQBODJIGTF,1888186022 Dell Way,,VYEEFIR,VA,54721,US,1,LQBODJIGTF@dell.com,1888186022,2,3647571177221835,2009/06,user5045,password,26,80000,F
5046,ZZTLKJ,NZNWHUQMQO,8169130349 Dell Way,,RUUALRN,NC,90193,US,1,NZNWHUQMQO@dell.com,8169130349,5,4465063172392547,2012/06,user5046,password,77,100000,F
5047,OIWYVV,MSDGIQWXIQ,6429039192 Dell Way,,RICIVQF,NJ,53836,US,1,MSDGIQWXIQ@dell.com,6429039192,3,9742560258600862,2010/06,user5047,password,49,100000,M
5048,HXQDJI,HPQXMOFDFN,3532149516 Dell Way,,FNJVTZI,LA,55587,US,1,HPQXMOFDFN@dell.com,3532149516,4,9524164214264602,2011/09,user5048,password,70,20000,M
5049,IDZRKP,IIBWNEBBKP,8732910543 Dell Way,,LFJKNSX,SC,53502,US,1,IIBWNEBBKP@dell.com,8732910543,3,2994153675157577,2010/07,user5049,password,80,100000,M
5050,WPCLXK,NTYSUACKLH,2536777991 Dell Way,,TWVMTQY,NM,23288,US,1,NTYSUACKLH@dell.com,2536777991,2,7052632550243289,2008/02,user5050,password,43,100000,M
5051,LIPVVJ,UNEUQOGYIC,2926456836 Dell Way,,TUWKTNO,VT,75056,US,1,UNEUQOGYIC@dell.com,2926456836,5,8729579671286047,2010/10,user5051,password,60,100000,F
5052,EVYOPM,SKDGRBPUVJ,7926776613 Dell Way,,RFCETAX,WV,95415,US,1,SKDGRBPUVJ@dell.com,7926776613,3,7792089978232981,2009/07,user5052,password,82,60000,F
5053,VBYIUJ,LBBNQWIANO,8491999960 Dell Way,,CSHDQHC,MD,82123,US,1,LBBNQWIANO@dell.com,8491999960,4,3861271905712783,2011/04,user5053,password,66,60000,F
5054,QWDAIE,BVUXEULSXE,4714755235 Dell Way,,ABUHDFC,WI,95771,US,1,BVUXEULSXE@dell.com,4714755235,4,3100998733658343,2008/03,user5054,password,60,80000,F
5055,SSKXUG,RRKMDDKIEL,5659509557 Dell Way,,DLOIONH,WI,26703,US,1,RRKMDDKIEL@dell.com,5659509557,1,4559932398144156,2008/09,user5055,password,53,100000,F
5056,XSFDKX,OXBSHJWTMI,4743465236 Dell Way,,IVWVCVA,NJ,86896,US,1,OXBSHJWTMI@dell.com,4743465236,4,6295619946904481,2012/07,user5056,password,19,80000,F
5057,GYRDMO,EFWOBPBJXW,5514453213 Dell Way,,GTZBTPX,FL,39858,US,1,EFWOBPBJXW@dell.com,5514453213,1,8979149367194624,2010/11,user5057,password,29,80000,M
5058,VXHJCN,GQOVRYTOFN,3990776970 Dell Way,,NGHCELL,NY,58348,US,1,GQOVRYTOFN@dell.com,3990776970,1,4677785552572459,2010/12,user5058,password,33,40000,M
5059,NRYAYO,PTGONUTAHA,7219147430 Dell Way,,HKETWVH,FL,12556,US,1,PTGONUTAHA@dell.com,7219147430,4,9876070787198844,2012/12,user5059,password,79,60000,M
5060,ULPJBJ,PPWJJXRJEB,4408070719 Dell Way,,NYYJFDK,VT,80986,US,1,PPWJJXRJEB@dell.com,4408070719,5,7921337931882591,2009/03,user5060,password,49,20000,M
5061,AJTKYJ,HISEZCJBPH,6911498659 Dell Way,,ZZNCJKX,PA,30411,US,1,HISEZCJBPH@dell.com,6911498659,5,5167365526314825,2008/12,user5061,password,29,20000,F
5062,XNGGUO,ZZOBIPRQPQ,3162126557 Dell Way,,DRAOPTU,HI,76248,US,1,ZZOBIPRQPQ@dell.com,3162126557,2,7369895413983614,2009/06,user5062,password,20,40000,M
5063,HOUWNT,LOCAGSQXWI,2089168491 Dell Way,,XKXREDK,ME,51190,US,1,LOCAGSQXWI@dell.com,2089168491,5,9255556349642576,2008/02,user5063,password,83,60000,M
5064,RIELTT,NUZGKWCSUM,1925149046 Dell Way,,PMRSWCE,AK,91403,US,1,NUZGKWCSUM@dell.com,1925149046,1,1045777847990393,2008/08,user5064,password,65,80000,M
5065,VDQORK,NXVKANFNDR,2640779971 Dell Way,,EWOHAOE,CT,73060,US,1,NXVKANFNDR@dell.com,2640779971,1,3667800494004041,2012/10,user5065,password,33,80000,M
5066,WFQHTN,CDOPJBSAFO,2075160977 Dell Way,,OMPDRTV,TX,88707,US,1,CDOPJBSAFO@dell.com,2075160977,4,7344393121544272,2009/05,user5066,password,66,20000,M
5067,HLHVNK,JDUKWUQKJD,3955385280 Dell Way,,AMVTIRQ,MI,42153,US,1,JDUKWUQKJD@dell.com,3955385280,4,7231492146383972,2012/12,user5067,password,34,40000,F
5068,MDXXMB,RXXMOIWRIJ,2925760077 Dell Way,,MBRESCN,AL,87972,US,1,RXXMOIWRIJ@dell.com,2925760077,1,8254301374312491,2010/04,user5068,password,32,100000,F
5069,CWXEOV,BAJJXBSGOT,7174671828 Dell Way,,XSMAGMW,MN,56419,US,1,BAJJXBSGOT@dell.com,7174671828,5,8455605632625521,2012/10,user5069,password,36,100000,M
5070,EDFAFG,KODLGJAAHS,4043148039 Dell Way,,NHZZEKN,UT,38137,US,1,KODLGJAAHS@dell.com,4043148039,4,2294758399948478,2010/09,user5070,password,78,80000,M
5071,BUCHER,LQYVQZCIMK,2591314203 Dell Way,,HMPSZLA,KS,28125,US,1,LQYVQZCIMK@dell.com,2591314203,5,9467125899624080,2008/09,user5071,password,78,20000,F
5072,YJRPUH,OPXNSGZDOL,3753486561 Dell Way,,SGLEHTJ,MO,69418,US,1,OPXNSGZDOL@dell.com,3753486561,3,4190355004742742,2008/07,user5072,password,79,20000,M
